"Sample","PCoA1","PCoA2"
"SD01_S02",0.405063127153821,-0.130940094719734
"SD01_S09",-0.202372774670139,0.135148197942211
"SD01_S06",-0.0946283673553385,0.226787435973095
"SD01_S05",-0.291361363885819,0.281452372941745
"SD01_S10",-0.300557943588693,-0.568101745066882
"SD01_S04",0.220019310940176,0.0359868443991522
"SD01_S03",0.263838011405993,0.0196669885304135
