"Sample","PCoA1","PCoA2"
"sxtr_SY",-0.254124317335131,0.0252886842147459
"sxtr_SC",-0.170646552175751,0.0235735477232657
"sxtr_LS",-0.139518236257764,0.0179397991758272
"sxtr_BS",-0.0167090111233766,-0.0824401166674163
"sxtr_MZ",-0.0893755023137314,-0.0122084945891739
"sxtr_YL",0.161873726935026,-0.132411476011247
"sxtr_FZ",0.280429432247208,-0.0884791861057988
"sxtr_GZ",0.228070460023521,0.248737242259798
