#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_416	8	1	1	0	0	76	5	4	2	0	9	47	7	0	2	21	0	2
OTU_417	12	18	5	15	8	9	19	9	16	6	9	15	7	10	6	4	8	11
OTU_418	22	8	5	2	17	15	8	6	15	21	9	7	10	5	8	8	10	14
OTU_419	8	7	23	17	45	9	13	7	4	15	51	21	4	3	6	14	14	18
OTU_42	89	233	204	100	139	97	80	104	86	96	135	90	116	154	121	139	43	122
OTU_420	29	24	20	34	78	34	40	41	42	48	49	31	24	33	51	63	43	31
OTU_421	19	4	6	8	10	11	5	9	26	36	15	30	6	30	25	34	5	18
OTU_422	7	13	12	8	11	21	6	3	13	5	14	13	6	8	12	14	11	6
OTU_423	8	9	5	9	2	11	14	4	7	9	17	10	9	10	10	10	6	13
OTU_424	6	7	5	3	2	8	24	11	15	11	9	13	5	3	19	6	13	8
OTU_425	9	3	1	12	0	1	23	2	5	18	22	26	3	3	15	18	13	9
OTU_426	16	12	20	16	11	15	12	10	12	5	20	7	7	4	14	7	8	11
OTU_427	51	67	76	48	32	43	26	66	65	48	46	37	96	79	73	48	118	101
OTU_428	56	88	110	142	113	108	53	38	67	66	69	43	60	106	65	90	125	48
OTU_429	5	18	2	6	5	6	16	9	3	9	13	9	8	6	11	12	9	6
OTU_43	132	103	32	45	36	82	481	173	259	262	118	499	38	15	60	39	22	58
OTU_430	3	8	5	10	7	7	9	10	5	13	5	15	5	5	10	23	6	8
OTU_431	9	3	5	9	3	3	9	5	11	5	9	8	14	16	8	11	10	7
OTU_432	25	6	10	18	14	21	0	3	3	7	4	4	7	5	2	11	16	6
OTU_433	5	29	5	13	2	11	10	5	3	7	3	16	2	10	27	14	1	17
OTU_435	8	17	5	14	5	15	17	9	9	6	7	22	12	6	6	9	12	15
OTU_436	14	15	3	9	12	14	7	14	16	11	8	6	9	11	9	7	8	7
OTU_437	4	12	12	16	2	15	13	14	9	8	10	6	5	5	4	5	3	7
OTU_438	9	9	9	4	15	45	16	10	4	8	9	11	5	3	6	6	3	10
OTU_439	13	8	12	9	2	15	19	11	9	7	17	22	6	14	15	6	13	14
OTU_44	145	84	176	157	287	125	69	33	84	77	75	49	110	158	77	42	132	77
OTU_440	5	10	12	8	8	5	6	12	9	8	22	12	9	8	10	1	11	10
OTU_441	2	13	42	25	2	2	14	7	5	11	12	7	5	16	4	5	6	12
OTU_442	4	25	0	11	66	2	4	4	12	6	3	4	2	7	1	7	2	8
OTU_443	1	3	1	1	0	0	3	10	13	10	1	19	5	71	2	15	0	0
OTU_444	5	8	2	48	5	2	13	4	6	15	2	13	5	2	17	1	9	13
OTU_445	11	11	9	6	16	15	10	11	6	15	16	13	4	4	10	12	5	14
OTU_446	10	6	7	5	17	6	4	33	1	3	9	5	1	2	3	10	6	11
OTU_447	8	7	4	6	4	2	5	10	15	14	4	6	5	14	13	10	12	8
OTU_449	8	18	4	13	1	4	7	17	7	8	3	4	16	10	15	1	5	2
OTU_45	94	213	182	85	154	64	92	78	86	51	91	88	145	103	100	218	63	77
OTU_450	12	4	15	6	15	12	4	7	15	6	3	8	5	15	6	7	9	9
OTU_451	2	0	4	0	2	10	7	6	2	5	29	2	6	12	4	1	45	0
OTU_452	35	2	6	9	6	10	9	7	5	12	5	22	5	2	7	7	9	12
OTU_453	7	10	12	4	8	6	11	4	6	13	7	13	2	4	9	9	9	11
OTU_455	6	8	2	6	2	6	11	7	8	10	16	13	7	2	9	2	9	10
OTU_456	10	5	12	8	9	4	13	7	9	8	14	9	3	3	12	13	6	10
OTU_457	5	16	12	6	8	6	9	23	3	3	3	13	11	8	18	10	9	3
OTU_458	23	12	11	10	9	35	18	17	15	21	9	39	6	4	7	10	3	14
OTU_459	3	6	2	0	2	0	2	1	1	1	1	4	2	0	126	1	0	2
OTU_46	119	102	65	134	53	94	171	96	138	129	160	94	101	155	139	147	106	143
OTU_460	7	10	13	25	28	10	4	4	3	5	7	3	7	12	5	3	10	15
OTU_461	10	9	8	5	9	11	16	14	10	15	9	15	9	17	11	7	4	10
OTU_462	7	9	6	13	12	14	7	2	4	6	6	13	3	8	13	7	5	7
OTU_463	9	7	6	11	4	7	15	5	9	7	9	8	9	10	15	5	4	16
OTU_464	6	10	15	4	10	6	8	10	13	6	9	6	2	6	7	10	9	8
OTU_465	39	58	5	1	0	6	13	4	8	9	6	12	9	4	2	0	2	3
OTU_466	18	13	8	6	8	12	7	12	4	9	8	5	5	5	6	6	16	6
OTU_467	7	16	3	0	5	2	23	26	25	9	13	3	7	4	4	11	9	1
OTU_468	5	6	4	4	4	9	13	6	9	6	17	8	7	7	12	12	9	10
OTU_469	8	3	2	1	1	2	25	11	15	14	9	6	11	5	14	10	5	8
OTU_47	160	136	147	157	169	205	113	92	119	122	119	106	102	103	110	179	119	139
OTU_470	8	6	4	11	2	6	19	6	15	8	28	6	12	5	9	6	6	12
OTU_471	16	5	5	5	5	6	8	3	11	10	12	10	8	2	14	9	3	20
OTU_472	5	8	13	6	8	5	16	19	8	15	5	13	11	12	22	6	15	10
OTU_473	6	11	15	10	5	8	7	11	7	8	6	6	5	7	10	7	12	7
OTU_474	11	24	3	6	13	4	13	7	3	5	9	7	8	5	8	4	4	9
OTU_475	9	6	2	5	5	2	15	4	15	7	9	10	5	8	9	14	12	10
OTU_476	8	13	12	13	2	9	12	6	4	5	11	7	2	9	16	3	13	6
OTU_477	7	8	33	7	11	7	7	11	3	12	9	5	4	3	5	5	8	13
OTU_478	9	3	17	14	5	18	5	12	2	10	9	9	7	11	20	10	5	4
OTU_479	7	8	5	2	10	7	5	18	9	10	8	4	11	6	12	12	2	17
OTU_48	95	51	153	113	132	89	129	138	117	103	151	184	44	60	79	103	134	94
OTU_480	8	8	1	4	0	4	29	8	6	7	9	8	5	4	27	2	11	23
OTU_481	8	10	5	12	12	9	12	5	16	11	9	12	16	2	4	6	5	8
OTU_484	5	1	0	1	0	2	2	4	16	2	1	0	2	0	2	95	1	8
OTU_485	2	9	1	8	4	6	11	11	6	11	28	31	5	4	9	4	10	3
OTU_486	4	12	22	5	1	9	9	4	11	12	9	10	5	6	13	10	1	11
OTU_487	5	2	11	5	3	11	9	7	16	9	2	18	2	2	11	8	7	13
OTU_488	6	5	5	13	5	5	8	4	4	5	12	9	11	7	10	9	11	10
OTU_489	14	3	15	2	2	2	13	5	9	4	4	9	9	8	19	6	4	5
OTU_49	86	150	149	40	36	80	116	118	63	42	78	149	140	59	105	231	102	137
OTU_490	9	26	6	4	7	6	13	10	13	9	12	12	14	6	9	10	9	12
OTU_491	5	11	1	8	3	4	9	14	16	5	7	16	12	5	8	11	2	9
OTU_492	6	7	5	9	1	3	5	19	12	8	4	3	33	5	5	15	2	4
OTU_493	8	3	14	3	5	32	13	3	3	14	2	14	4	2	12	2	4	9
OTU_494	5	26	2	6	5	7	6	15	6	7	4	10	10	7	12	5	8	15
OTU_495	5	19	9	10	11	7	6	8	9	7	2	6	12	7	8	4	5	7
OTU_496	25	16	2	0	0	5	12	7	11	5	15	16	8	2	6	4	3	5
OTU_497	7	17	8	6	2	5	8	12	8	10	9	7	12	5	8	6	10	9
OTU_499	10	9	12	3	2	2	10	13	7	5	10	7	8	9	8	7	5	15
OTU_5	41	92	151	32	132	150	1120	731	659	344	892	1318	1127	1068	875	575	1220	311
OTU_50	116	64	101	259	188	257	28	26	99	69	57	43	156	146	63	100	84	89
OTU_500	9	12	6	11	8	7	4	11	5	5	10	10	3	27	6	2	2	3
OTU_501	1	0	2	2	5	0	0	9	1	5	37	1	5	0	0	1	5	44
OTU_502	5	17	5	6	5	2	5	22	14	11	15	4	7	2	8	11	15	2
OTU_503	5	13	6	2	1	3	12	11	9	7	9	13	2	6	14	6	4	9
OTU_504	5	8	2	15	6	9	7	3	14	5	9	6	5	5	12	8	5	15
OTU_505	5	22	12	11	4	5	17	19	11	18	11	9	18	13	21	11	10	14
OTU_506	13	11	2	9	8	8	7	4	18	9	9	23	1	5	9	9	15	6
OTU_507	13	11	8	14	8	11	19	8	7	10	9	15	4	5	14	4	3	10
OTU_508	16	14	11	20	19	19	8	12	16	7	6	14	7	10	13	10	7	17
OTU_509	0	14	6	0	0	4	16	30	21	5	11	20	7	5	7	12	2	5
OTU_51	145	94	502	6	33	65	31	28	314	272	23	16	41	40	59	15	45	25
OTU_510	9	13	3	9	5	6	4	12	7	7	9	13	16	8	6	6	9	5
OTU_511	17	4	16	15	51	72	14	27	7	18	12	4	6	11	6	17	15	10
OTU_512	3	8	23	10	17	2	4	7	4	9	7	1	7	7	3	4	5	7
OTU_513	5	12	1	7	2	3	13	15	3	8	15	6	9	11	14	10	10	10
OTU_514	5	8	4	10	8	2	4	15	7	9	6	7	9	2	6	6	1	9
OTU_516	12	12	6	10	2	13	13	9	9	5	14	8	4	6	7	7	16	9
OTU_517	4	82	2	5	1	5	4	3	3	5	3	5	2	2	4	6	2	2
OTU_518	4	2	0	0	2	7	9	8	9	15	3	3	0	3	33	5	0	19
OTU_519	4	7	3	3	2	2	7	13	6	12	9	8	14	7	10	8	4	5
OTU_521	6	8	9	9	2	6	8	18	15	5	6	8	11	4	6	6	8	8
OTU_522	5	8	8	3	6	6	7	4	9	6	13	12	4	10	10	2	3	13
OTU_523	6	13	17	5	1	6	4	4	5	9	9	6	10	5	12	11	1	13
OTU_524	4	18	2	1	20	2	4	28	9	6	5	2	8	6	6	6	4	11
OTU_525	8	8	2	3	2	10	17	6	5	7	9	13	5	7	8	1	7	6
OTU_527	0	3	18	9	10	8	13	3	6	5	2	10	3	16	2	3	10	3
OTU_528	7	9	4	9	3	5	10	5	9	7	10	9	5	4	14	3	6	6
OTU_529	2	12	5	7	6	5	3	4	3	6	9	7	8	8	11	9	8	10
OTU_53	85	151	121	96	49	75	94	141	103	77	102	71	77	76	108	120	78	116
OTU_530	7	5	6	6	2	6	10	4	4	8	4	6	5	8	14	11	6	9
OTU_531	31	8	2	0	41	2	0	35	1	2	12	4	1	3	1	2	1	5
OTU_532	8	8	2	14	5	6	11	3	3	6	7	5	3	13	6	9	2	2
OTU_533	0	1	7	0	1	2	1	1	0	0	0	2	0	0	98	0	0	2
OTU_534	2	0	5	0	5	0	4	11	0	77	4	35	2	1	1	3	0	6
OTU_535	15	12	5	3	4	18	13	14	11	8	10	11	4	5	6	6	3	6
OTU_537	15	1	0	8	1	7	13	5	21	9	1	5	26	2	4	1	5	2
OTU_538	5	1	28	0	0	19	0	4	4	5	7	2	5	19	1	1	9	6
OTU_539	4	51	2	7	5	3	8	16	7	5	6	5	6	11	11	9	5	5
OTU_54	113	233	82	87	117	131	144	141	44	84	70	93	73	20	56	42	108	68
OTU_540	1	8	3	2	1	5	4	66	4	3	26	11	0	2	0	9	3	10
OTU_541	6	4	2	4	1	2	5	2	10	14	17	7	8	9	8	4	6	6
OTU_542	7	9	8	13	9	5	7	17	4	5	11	14	9	5	6	9	8	14
OTU_543	5	10	8	6	7	7	14	7	6	11	10	13	13	11	7	3	6	14
OTU_544	0	12	2	1	0	1	19	42	17	5	5	17	5	10	10	8	2	2
OTU_545	2	4	5	7	32	11	6	4	1	12	9	9	2	8	6	6	9	12
OTU_546	11	12	5	6	6	9	15	7	9	9	11	15	7	7	3	4	7	9
OTU_547	49	42	83	85	107	60	111	68	105	141	103	88	104	195	172	153	118	104
OTU_548	0	2	2	0	0	6	9	16	4	1	3	8	4	2	35	13	2	2
OTU_549	9	11	12	6	5	6	8	4	3	4	7	8	4	8	8	6	2	7
OTU_550	5	13	5	2	20	4	4	4	5	2	9	6	5	2	13	10	4	11
OTU_551	12	8	2	9	6	4	12	4	6	6	4	15	12	19	2	7	2	7
OTU_552	5	6	8	6	0	4	7	4	3	5	6	8	4	12	6	6	15	8
OTU_553	2	3	2	5	1	0	14	8	12	10	5	7	10	11	14	10	5	8
OTU_554	9	2	6	9	12	4	9	8	5	5	7	19	6	4	6	8	12	3
OTU_555	10	7	7	13	13	14	11	9	15	11	16	12	7	21	11	10	14	9
OTU_556	15	20	7	13	2	26	31	8	9	6	4	8	6	5	5	4	12	7
OTU_557	7	7	4	9	3	19	13	10	5	5	7	11	6	7	2	3	4	5
OTU_558	7	0	0	0	0	6	2	39	1	18	0	4	8	0	0	2	28	2
OTU_559	5	26	2	1	2	5	16	11	4	8	7	10	5	2	3	4	3	11
OTU_56	123	99	112	136	152	113	72	76	57	89	91	63	76	69	75	69	79	81
OTU_560	8	11	18	13	12	6	7	3	12	6	7	8	5	9	2	7	5	6
OTU_561	3	3	3	9	6	4	6	9	5	9	6	7	7	5	11	9	7	5
OTU_562	6	4	18	6	8	4	6	6	5	7	11	6	14	3	5	5	2	7
OTU_563	5	5	3	6	5	14	7	7	6	5	9	11	3	1	6	6	6	4
OTU_564	5	3	4	12	15	2	6	3	5	4	7	5	3	7	10	1	6	7
OTU_566	11	9	5	7	3	2	10	6	9	5	10	14	7	6	5	10	6	10
OTU_567	5	3	5	3	2	0	5	10	9	7	6	9	2	14	13	7	1	8
OTU_568	0	0	1	2	0	0	134	0	0	0	0	0	0	0	0	0	0	0
OTU_569	5	14	2	6	2	8	12	14	10	8	5	18	12	3	10	8	16	8
OTU_57	64	44	79	28	271	65	171	109	58	89	65	33	131	67	108	92	57	170
OTU_570	5	2	16	4	5	6	4	11	2	8	4	3	1	5	9	8	8	10
OTU_571	6	2	13	6	14	5	6	12	15	10	2	3	5	6	10	4	2	9
OTU_572	9	0	6	1	14	1	0	3	10	12	10	12	2	8	13	10	2	5
OTU_573	6	9	22	4	5	13	6	4	5	8	3	4	4	1	7	1	5	3
OTU_574	5	6	1	3	0	1	10	12	16	8	11	5	6	3	21	6	2	6
OTU_575	1	5	2	3	0	4	11	24	5	29	12	39	2	2	2	5	0	2
OTU_576	15	5	8	2	2	5	13	8	9	8	7	7	6	2	8	6	2	9
OTU_577	8	8	2	5	3	8	15	8	3	3	14	13	6	7	8	12	7	10
OTU_578	41	35	49	46	65	80	37	26	21	32	41	21	19	41	35	35	41	28
OTU_579	4	9	3	3	8	6	13	9	9	10	8	6	5	3	8	6	5	6
OTU_580	4	6	1	3	2	3	12	11	4	9	3	14	5	2	13	10	2	9
OTU_581	5	3	0	1	1	1	13	17	2	7	15	11	14	5	11	5	11	6
OTU_582	15	18	2	0	0	2	12	9	5	9	3	4	34	4	9	0	8	5
OTU_583	4	7	4	9	5	6	3	5	4	3	6	6	5	6	3	5	9	8
OTU_584	11	4	3	2	4	6	4	6	6	4	8	7	6	6	8	5	6	8
OTU_585	15	13	2	6	6	13	10	17	11	7	10	15	9	7	6	10	7	8
OTU_586	6	10	10	13	2	4	5	8	11	15	3	5	2	0	8	2	5	2
OTU_587	8	7	7	13	15	6	7	2	1	5	6	4	5	13	2	2	3	2
OTU_588	11	24	16	2	5	8	8	22	15	15	8	18	9	8	20	12	4	18
OTU_589	5	3	2	5	12	6	4	3	4	8	5	4	6	7	8	5	6	6
OTU_59	90	110	104	106	92	100	74	124	87	61	125	59	71	94	86	79	88	73
OTU_590	10	10	2	4	7	6	7	7	14	1	6	7	2	6	6	6	7	8
OTU_591	14	11	5	10	1	4	7	7	3	5	2	12	6	8	3	4	5	5
OTU_592	21	6	13	3	11	2	5	14	0	1	5	8	6	8	2	10	15	6
OTU_593	125	109	91	109	105	143	83	51	83	66	97	101	72	69	110	95	84	71
OTU_595	7	8	4	6	4	8	5	2	5	5	8	5	6	5	5	11	2	8
OTU_596	5	2	0	4	0	7	4	4	5	7	3	4	1	2	18	8	37	3
OTU_597	18	2	2	23	5	1	4	2	3	5	2	15	1	2	13	12	3	2
OTU_598	4	3	3	10	8	2	10	10	8	4	3	10	5	5	3	3	2	8
OTU_599	8	3	2	3	3	6	9	4	8	5	10	6	4	7	6	7	8	11
OTU_6	808	568	643	711	1154	833	227	225	317	352	335	325	444	416	387	435	393	404
OTU_60	108	86	103	111	170	109	50	40	58	62	47	54	68	75	64	67	74	101
OTU_601	1	13	2	1	2	2	4	19	17	2	3	13	5	4	7	6	7	4
OTU_602	1	0	1	24	0	29	5	2	3	1	0	5	4	1	8	14	3	2
OTU_604	7	6	8	5	0	7	18	9	7	3	9	12	0	5	7	2	6	3
OTU_605	7	2	6	6	8	8	4	4	15	9	5	5	2	5	6	8	9	11
OTU_607	8	4	15	2	11	11	5	5	6	4	9	9	7	4	5	14	4	8
OTU_608	5	8	3	9	5	3	8	14	6	10	3	5	6	2	6	2	6	4
OTU_609	11	7	5	9	6	6	15	12	3	7	9	4	5	7	10	4	5	10
OTU_61	68	67	49	59	145	66	107	77	59	100	55	41	90	106	97	75	57	106
OTU_610	0	6	0	0	0	0	0	0	1	5	0	4	0	0	3	0	0	87
OTU_611	7	7	5	6	16	8	5	4	6	6	11	6	4	4	3	6	5	6
OTU_612	3	4	2	4	3	1	7	20	9	11	9	4	9	2	8	10	5	5
OTU_613	7	8	1	3	2	9	17	16	8	5	2	22	4	7	5	1	2	4
OTU_614	5	4	6	7	8	8	4	1	2	2	43	4	4	1	5	3	5	2
OTU_615	5	5	2	6	10	2	12	10	9	13	4	5	4	5	3	2	3	7
OTU_616	2	11	3	6	10	1	3	4	3	4	3	7	7	8	2	27	2	3
OTU_617	4	11	1	6	8	9	7	8	7	5	5	3	11	2	7	7	5	3
OTU_618	16	8	10	2	3	3	11	11	7	1	7	15	6	2	10	3	7	23
OTU_62	84	66	124	125	178	116	51	53	54	66	69	81	43	106	44	79	111	80
OTU_620	6	13	7	1	2	12	6	9	5	2	5	8	9	3	4	13	9	6
OTU_622	8	8	12	6	10	7	1	9	1	8	8	3	2	2	10	11	5	6
OTU_623	8	6	4	6	1	5	14	12	5	3	3	10	11	1	6	1	4	4
OTU_624	6	9	2	5	2	7	10	6	7	5	4	13	5	3	7	7	2	6
OTU_625	3	4	13	8	1	1	10	9	6	7	6	6	3	2	12	14	2	13
OTU_628	3	22	0	2	2	9	4	7	2	5	3	4	3	20	6	2	8	8
OTU_629	3	6	5	5	2	5	4	5	9	7	3	5	6	8	7	6	4	6
OTU_63	117	87	106	100	127	115	53	27	38	56	72	49	75	68	41	67	53	79
OTU_630	10	0	0	6	0	5	3	12	3	3	2	13	5	1	0	3	1	42
OTU_631	7	8	7	3	5	8	3	7	6	6	3	4	7	5	5	6	3	6
OTU_632	4	2	3	5	0	1	12	10	7	7	13	10	3	6	8	3	4	6
OTU_633	6	43	19	2	0	0	0	2	5	6	2	1	0	1	0	8	0	6
OTU_634	12	7	8	21	0	12	10	16	10	7	11	6	13	0	2	4	8	7
OTU_635	5	5	1	6	4	2	11	4	11	12	2	8	9	3	10	6	1	5
OTU_636	6	4	5	9	8	8	11	8	4	5	5	5	2	2	5	2	6	8
OTU_637	5	6	7	6	5	8	4	5	4	4	3	8	7	6	10	4	5	4
OTU_638	3	2	1	2	4	2	6	3	20	9	7	5	4	13	8	5	4	9
OTU_639	5	6	3	6	2	8	5	12	5	8	9	9	8	6	10	2	4	5
OTU_640	5	3	14	2	18	2	4	5	2	11	3	0	12	5	6	5	2	9
OTU_641	5	5	3	3	1	1	2	20	7	12	11	3	2	1	13	3	2	5
OTU_642	4	3	2	8	0	11	11	4	11	10	5	4	3	5	10	6	5	9
OTU_643	3	0	12	6	8	1	5	4	5	8	9	6	3	5	7	6	10	6
OTU_644	25	2	4	5	13	14	2	1	2	4	13	16	4	2	7	3	4	4
OTU_645	5	9	5	21	9	6	8	7	3	7	3	5	9	5	6	6	4	3
OTU_646	4	5	1	4	2	2	10	6	3	5	2	11	5	3	5	4	13	6
OTU_647	16	2	3	6	2	4	14	6	19	5	3	7	4	5	5	8	3	4
OTU_648	5	8	3	7	6	9	13	12	9	15	9	13	5	6	6	5	2	8
OTU_649	0	0	92	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_65	65	78	62	88	65	86	76	57	58	63	197	60	61	78	75	53	53	81
OTU_650	16	12	0	14	0	0	20	6	7	0	13	12	6	0	7	0	2	6
OTU_651	7	8	3	2	2	5	7	8	9	7	5	6	4	7	6	6	1	5
OTU_652	7	8	5	19	1	32	1	0	21	0	3	4	2	5	6	2	3	1
OTU_653	5	6	4	6	2	5	4	5	9	4	7	5	5	6	6	8	9	7
OTU_654	1	0	0	51	0	0	0	54	0	4	0	0	1	0	0	0	0	0
OTU_655	4	4	5	8	7	13	1	7	3	4	6	4	3	9	8	6	12	2
OTU_656	5	5	2	2	9	5	8	16	7	7	5	10	2	3	10	2	0	8
OTU_657	975	1609	624	1072	818	868	1132	1419	1141	860	1074	912	1791	1909	1367	1582	1115	1243
OTU_658	5	9	2	3	2	2	16	17	18	16	7	13	13	9	14	12	9	17
OTU_659	5	3	2	0	7	1	4	4	3	3	7	4	2	10	7	14	9	6
OTU_66	64	93	30	40	32	40	146	97	73	82	81	105	73	55	92	63	49	72
OTU_660	7	3	2	5	6	6	9	3	5	6	6	13	1	1	12	7	8	10
OTU_661	0	1	3	2	70	2	1	4	0	7	2	0	0	2	1	1	0	2
OTU_662	0	1	0	40	0	45	1	0	2	0	0	3	2	0	0	0	0	0
OTU_663	0	0	0	0	0	14	0	7	1	1	35	13	4	0	3	4	19	0
OTU_664	5	1	0	0	2	2	40	4	15	6	4	6	1	0	1	2	0	8
OTU_665	12	12	12	9	12	14	13	3	3	6	5	12	2	6	6	5	5	7
OTU_666	7	3	2	0	0	0	6	5	11	9	5	8	5	7	8	18	3	6
OTU_667	6	5	0	2	0	5	4	17	3	6	5	6	5	1	7	6	5	6
OTU_668	5	24	0	6	6	5	12	15	9	6	0	8	2	0	2	2	3	2
OTU_669	7	2	3	6	2	1	4	1	2	7	3	4	5	8	11	15	3	7
OTU_67	28	28	30	27	45	26	115	111	68	393	83	325	21	12	18	27	76	37
OTU_670	1	8	2	1	1	0	16	18	13	1	6	5	6	5	9	7	4	6
OTU_671	0	1	0	2	0	0	84	5	1	0	2	1	7	0	1	0	0	2
OTU_673	5	8	5	6	4	2	6	5	7	8	9	4	3	6	7	1	5	7
OTU_674	7	7	2	8	1	1	10	8	9	9	5	13	5	2	4	1	9	4
OTU_675	5	14	14	3	3	5	3	5	7	4	2	3	6	6	6	8	1	7
OTU_677	9	2	2	2	3	2	4	2	11	11	9	7	9	5	5	6	5	5
OTU_678	19	14	7	12	0	14	38	5	10	13	6	19	2	2	9	9	9	18
OTU_679	4	5	2	4	3	3	6	11	7	5	5	11	6	1	6	6	2	4
OTU_68	104	115	119	68	72	113	170	85	95	100	115	82	59	89	185	58	77	147
OTU_680	10	6	3	2	1	2	9	5	5	5	6	8	6	3	5	10	2	8
OTU_681	12	8	10	12	8	16	1	4	4	5	2	12	4	2	5	6	2	6
OTU_682	8	10	12	4	9	9	0	7	2	4	2	4	9	2	3	3	3	6
OTU_683	10	3	4	13	4	4	0	1	16	5	0	1	4	5	4	2	14	1
OTU_684	14	3	7	2	3	18	9	5	4	7	2	7	2	2	15	2	2	6
OTU_685	5	6	3	3	7	6	8	3	7	8	9	12	7	10	13	2	10	1
OTU_686	21	25	20	18	26	15	23	25	22	35	16	22	37	34	27	34	12	14
OTU_688	0	5	0	4	2	4	2	4	4	3	8	4	1	3	9	4	22	6
OTU_689	9	6	5	2	3	6	5	6	3	7	5	4	4	5	3	11	10	7
OTU_69	23	38	9	953	410	31	38	39	19	47	46	22	102	24	25	31	71	55
OTU_690	5	4	2	2	3	6	10	6	7	6	7	16	9	6	6	2	5	6
OTU_691	21	9	5	0	0	0	11	9	3	15	3	2	0	5	10	13	0	6
OTU_692	5	8	4	3	1	2	4	12	8	5	3	24	5	4	7	6	3	2
OTU_693	14	2	2	1	6	10	17	8	6	7	9	3	0	0	5	4	6	8
OTU_694	8	5	4	5	2	7	5	9	4	5	7	5	3	3	3	4	5	6
OTU_695	3	3	10	6	11	4	4	4	5	6	4	2	6	6	7	2	9	3
OTU_696	12	5	1	6	4	13	12	5	2	9	8	8	3	7	6	4	3	8
OTU_697	8	5	7	2	1	6	13	7	3	9	5	19	3	5	7	6	2	5
OTU_698	33	17	27	2	2	4	3	1	0	3	3	7	3	2	1	18	3	3
OTU_699	4	11	5	6	5	3	3	4	4	2	5	9	4	4	9	2	3	6
OTU_7	196	110	949	290	998	236	117	1065	712	463	168	198	621	698	440	172	449	690
OTU_70	86	36	45	77	58	295	40	32	60	61	42	95	42	37	73	48	46	52
OTU_700	13	13	10	7	4	13	8	16	14	12	7	13	11	5	8	9	9	10
OTU_701	6	5	8	1	4	8	4	4	4	5	3	10	5	4	6	3	4	6
OTU_702	4	5	1	6	1	7	5	8	7	8	5	8	2	4	6	2	2	4
OTU_703	5	3	7	8	4	2	5	4	11	5	3	8	5	7	6	2	9	12
OTU_704	14	3	4	0	14	3	8	14	7	8	4	4	3	3	1	3	19	6
OTU_705	2	1	72	0	0	0	4	2	3	3	1	3	0	0	0	2	0	3
OTU_706	24	4	4	0	0	0	13	4	12	3	3	7	4	2	1	6	8	3
OTU_707	4	8	15	6	0	5	6	9	6	10	9	6	13	7	3	6	2	3
OTU_708	5	9	2	5	1	2	11	3	3	7	8	6	5	2	4	4	3	5
OTU_709	2	3	1	1	0	2	4	1	11	24	11	1	4	11	18	8	0	2
OTU_71	70	64	168	88	236	107	50	71	22	101	103	67	62	55	62	105	156	73
OTU_710	2	2	0	2	5	2	4	0	4	1	5	1	0	25	1	2	33	2
OTU_711	0	1	2	0	22	2	1	11	6	5	7	3	14	11	4	2	0	4
OTU_712	6	3	6	15	1	7	4	4	3	2	8	6	2	1	0	2	2	15
OTU_713	7	7	19	2	0	3	8	3	3	6	3	7	4	1	3	6	3	6
OTU_714	5	8	2	1	1	0	4	11	8	5	4	4	8	2	5	6	5	6
OTU_716	4	3	0	0	1	0	4	11	7	13	1	6	2	1	3	33	2	8
OTU_717	5	1	1	0	0	2	7	3	4	6	4	4	4	4	10	18	3	3
OTU_718	6	13	13	8	4	10	16	18	15	8	14	15	14	15	29	10	4	14
OTU_719	8	8	2	4	3	3	12	4	3	2	7	3	5	2	6	6	2	10
OTU_72	84	43	40	62	23	75	47	39	54	54	76	71	27	97	80	246	70	51
OTU_720	6	7	12	2	6	10	4	7	1	5	4	4	2	4	2	5	6	3
OTU_722	7	5	4	1	6	5	8	5	3	4	8	0	8	4	4	6	5	3
OTU_723	0	0	0	0	0	0	1	4	1	1	0	2	3	1	0	65	2	2
OTU_724	9	8	5	2	4	6	8	8	3	5	6	6	3	2	9	3	4	14
OTU_725	2	3	2	3	6	5	2	3	7	13	7	5	6	3	2	7	5	5
OTU_726	5	3	3	4	2	6	9	4	6	5	3	5	4	7	6	6	8	5
OTU_728	4	4	7	2	2	5	8	4	7	3	3	4	4	2	4	26	4	9
OTU_729	7	8	3	1	1	6	4	4	8	6	3	4	1	2	5	8	0	7
OTU_73	129	63	89	187	88	161	26	13	44	36	47	48	44	53	39	50	50	51
OTU_730	9	18	7	12	3	2	4	25	7	7	13	13	2	0	10	7	3	11
OTU_731	12	6	4	7	2	24	6	5	3	2	1	8	0	2	11	6	5	1
OTU_732	6	3	4	4	4	2	5	3	3	5	7	4	8	2	12	1	7	4
OTU_734	4	8	4	3	6	8	4	6	4	5	6	0	5	3	9	4	5	4
OTU_735	5	3	2	3	3	6	5	3	3	10	7	11	5	5	8	2	2	8
OTU_736	10	4	4	9	2	4	4	6	9	3	5	8	2	1	2	2	3	5
OTU_737	7	5	4	2	3	3	3	4	3	9	0	3	9	1	7	2	9	3
OTU_74	69	74	69	64	90	64	79	61	48	56	93	59	55	59	65	58	67	59
OTU_740	7	0	0	0	0	0	58	0	2	16	0	7	0	0	1	0	0	1
OTU_741	7	6	5	6	4	3	4	5	5	5	6	7	3	6	4	7	4	10
OTU_742	5	5	16	11	4	3	4	9	5	1	3	3	6	6	5	2	4	13
